Virus.name	UF	Collection.date	Lineage	pangoLEARN_release	SeqN	DataSeq
hCoV-19/Brazil/PB-FIOCRUZ-2834/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2835/2021	PB	2021-01-13	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2836/2021	PB	2021-01-13	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2837/2021	PB	2021-01-14	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2838/2021	PB	2021-01-14	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2839/2021	PB	2021-01-14	P.1	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2840/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2841/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2842/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2843/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2844/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2845/2021	PB	2021-01-13	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2846/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2847/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2848/2021	PB	2021-01-02	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2849/2021	PB	2021-01-02	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2850/2021	PB	2021-01-04	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2851/2021	PB	2021-01-03	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2852/2021	PB	2021-01-04	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2853/2021	PB	2021-01-03	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2854/2021	PB	2021-01-04	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2855/2021	PB	2021-01-04	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2856/2021	PB	2021-01-05	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2857/2021	PB	2021-01-05	B.1.1.143	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2858/2021	PB	2021-01-05	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2859/2021	PB	2021-01-04	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2860/2021	PB	2021-01-08	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2861/2021	PB	2021-01-08	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2862/2021	PB	2021-01-08	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2863/2021	PB	2021-01-08	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2864/2021	PB	2021-01-13	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-2865/2021	PB	2021-01-18	P.1	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/PB-FIOCRUZ-2870/2021	PB	2021-01-18	P.1	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/PB-FIOCRUZ-2875/2021	PB	2021-01-18	P.1	NA	MiSeq_LVRS_039,40	2021-02-05
hCoV-19/Brazil/PB-FIOCRUZ-29612/2020	PB	2020-11-27	B.1	NA	MiSeq_LVRS_035	2021-01-15
hCoV-19/Brazil/PB-FIOCRUZ-29649-1P/2020	PB	2020-11-10	B.1.1.29	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/PB-FIOCRUZ-33087/2020	PB	2020-11-21	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33092/2020	PB	2020-12-12	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33094-1P/2020	PB	2020-11-26	B.1.1.29	NA	MiSeq_LVRS_045	2021-02-18
hCoV-19/Brazil/PB-FIOCRUZ-33094/2020	PB	2020-11-26	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33096/2020	PB	2020-11-23	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33385/2020	PB	2020-12-22	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33387/2020	PB	2020-12-23	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33388/2020	PB	2020-12-22	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33389/2020	PB	2020-12-21	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33390/2020	PB	2020-12-21	B.1.1.143	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33391/2020	PB	2020-12-21	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33392/2020	PB	2020-12-22	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33393/2020	PB	2020-12-21	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33395/2020	PB	2020-12-22	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33396/2020	PB	2020-12-22	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33397/2020	PB	2020-12-22	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33398/2020	PB	2020-12-21	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33399/2020	PB	2020-12-21	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33400/2020	PB	2020-11-23	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33401/2020	PB	2020-11-25	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33404/2020	PB	2020-11-26	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33405/2020	PB	2020-11-25	B.1.1.232	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33406/2020	PB	2020-11-26	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33407/2020	PB	2020-11-26	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33408/2020	PB	2020-11-26	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33410/2020	PB	2020-11-26	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33411/2020	PB	2020-11-24	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33412/2020	PB	2020-11-24	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33413/2020	PB	2020-11-25	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33414/2020	PB	2020-11-23	B.1.212	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33416/2020	PB	2020-12-01	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33418/2020	PB	2020-11-30	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33419/2020	PB	2020-11-30	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33420/2020	PB	2020-12-01	B.1.1.28	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33421/2020	PB	2020-11-30	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33423/2020	PB	2020-11-30	B.1.1.34	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33425/2020	PB	2020-12-01	P.2	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33426/2020	PB	2020-11-03	B.1.1.232	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33428/2020	PB	2020-12-08	B.1.212	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33430/2020	PB	2020-12-09	B.1.1.29	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33431/2020	PB	2020-12-08	B.1.1.34	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCoV-19/Brazil/PB-FIOCRUZ-33432/2020	PB	2020-12-08	B.1.1.232	NA	MiSeq_LVRS_042,43,44	2021-02-09
hCov-19/Brazil/PB-FIOCRUZ-7941/2021	PB	2021-01-19	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCoV-19/Brazil/PB-FIOCRUZ-7942/2021	PB	2021-01-29	P.2	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCov-19/Brazil/PB-FIOCRUZ-7943/2021	PB	2021-01-25	B.1.1.269	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/PB-FIOCRUZ-7944/2021	PB	2021-01-31	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/PB-FIOCRUZ-7945/2021	PB	2021-01-27	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/PB-FIOCRUZ-7946/2021	PB	2021-02-15	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/PB-FIOCRUZ-7954/2021	PB	2021-02-04	P.1	NA	MiSeq_LVRS_056	2021-03-11
hCov-19/Brazil/PB-FIOCRUZ-7955/2021	PB	2021-02-12	P.2	NA	MiSeq_LVRS_056	2021-03-11
hCoV-19/Brazil/PB-FIOCRUZ-7961/2021	PB	2021-02-04	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PB-FIOCRUZ-7963/2021	PB	2021-02-08	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PB-FIOCRUZ-7965/2021	PB	2021-02-08	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PB-FIOCRUZ-7969/2021	PB	2021-02-08	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PB-FIOCRUZ-7971/2021	PB	2021-02-08	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PB-FIOCRUZ-7974/2021	PB	2021-02-12	P.1	NA	MiSeq_LVRS_059_060_061	2021-03-22
hCoV-19/Brazil/PE-FIOCRUZ-29829/2020	PE	2020-05-27	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29833/2020	PE	2020-05-29	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29835/2020	PE	2020-05-30	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29842/2020	PE	2020-06-01	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29844/2020	PE	2020-06-02	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29845/2020	PE	2020-06-02	B.1.1.208	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29847/2020	PE	2020-05-28	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29851/2020	PE	2020-06-01	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29852/2020	PE	2020-06-01	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29853/2020	PE	2020-06-01	B.1.1.94	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29854/2020	PE	2020-06-02	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29855/2020	PE	2020-06-01	B.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29856/2020	PE	2020-06-02	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29857/2020	PE	2020-06-02	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29921/2020	PE	2020-08-03	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PE-FIOCRUZ-29928/2020	PE	2020-08-03	B.1.1.10	NA	MiSeq_LVRS_036	2021-01-19
hCoV-19/Brazil/PE-FIOCRUZ-33333/2020	PE	2020-10-01	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33338/2020	PE	2020-11-06	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33339/2020	PE	2020-11-09	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33342/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33343/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33345/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33347/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33348/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33351/2020	PE	2020-11-10	B.1.1.28	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33352/2020	PE	2020-11-10	P.2	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33353/2020	PE	2020-11-10	P.2	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33354/2020	PE	2020-11-10	P.2	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33356/2020	PE	2020-11-10	P.2	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33361/2020	PE	2020-11-10	B.1.1.94	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33363/2020	PE	2020-11-11	B.1.1.15	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33365/2020	PE	2020-11-11	P.2	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33368/2020	PE	2020-11-11	B.1.1.227	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33369/2020	PE	2020-11-12	B.1.1.15	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PE-FIOCRUZ-33378/2020	PE	2020-12-17	B.1.1.29	NA	MiSeq_LVRS_038	2021-02-01
hCoV-19/Brazil/PR-FIOCRUZ-10229/2020	PR	2020-06-12	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-10240/2020	PR	2020-06-13	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-10749/2020	PR	2020-06-03	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-10836/2021	PR	2021-01-22	P.1	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-10838/2021	PR	2021-02-11	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-10839/2021	PR	2021-02-13	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-10840/2021	PR	2021-02-13	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-10842/2021	PR	2021-02-13	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-10902/2021	PR	2021-02-15	P.2	NA	MiSeq_LVRS_062	NA
hCoV-19/Brazil/PR-FIOCRUZ-11074/2020	PR	2020-06-09	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11627/2020	PR	2020-04-08	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11629/2020	PR	2020-04-09	B.1.1.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11630/2020	PR	2020-04-09	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11631/2020	PR	2020-04-08	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11632/2020	PR	2020-04-14	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11634/2020	PR	2020-04-14	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11640/2020	PR	2020-05-06	B.1.1.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11643/2020	PR	2020-05-14	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11648/2020	PR	2020-06-12	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11650/2020	PR	2020-06-14	B.1.1.1	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11652/2020	PR	2020-06-15	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11653/2020	PR	2020-06-15	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11655/2020	PR	2020-06-28	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11656/2020	PR	2020-06-26	B.1.1.143	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11657/2020	PR	2020-07-19	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11660/2020	PR	2020-07-21	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11661/2020	PR	2020-07-23	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11662/2020	PR	2020-07-22	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-11663/2020	PR	2020-07-22	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-12950/2021	PR	2021-02-22	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12953/2021	PR	2021-02-15	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12955/2021	PR	2021-02-27	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12957/2021	PR	2021-03-08	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12959/2021	PR	2021-03-04	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12960/2021	PR	2021-02-26	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12961/2021	PR	2021-03-05	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12962/2021	PR	2021-02-22	P.2	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12963/2021	PR	2021-02-28	P.1	2021-03-16	MiSeq_LVRS_065 / MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12965/2021	PR	2021-02-18	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-12968/2021	PR	2021-02-18	P.1	2021-03-16	MiSeq_LVRS_068	NA
hCoV-19/Brazil/PR-FIOCRUZ-15062/2020	PR	2020-08-04	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-15065/2020	PR	2020-08-17	B.1.1.28	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-15066/2020	PR	2020-08-17	B.1.1.250	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-16717/2021	PR	2021-03-04	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16719/2021	PR	2021-03-15	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16720/2021	PR	2021-03-11	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16721/2021	PR	2021-03-15	B.1.1.28	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16722/2021	PR	2021-03-16	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16723/2021	PR	2021-03-20	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16724/2021	PR	2021-03-12	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16725/2021	PR	2021-03-09	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16726-R2/2021	PR	2021-03-01	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-16727/2021	PR	2021-03-18	P.1	2021-04-14	MiSeq_LVRS_069	NA
hCoV-19/Brazil/PR-FIOCRUZ-22603/2020	PR	2020-10-02	B.1.1.29	NA	MiSeq_LVRS_01	2020-06-02
hCoV-19/Brazil/PR-FIOCRUZ-33168/2020	PR	2020-12-29	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33169/2020	PR	2020-12-20	B.1.498	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33170/2020	PR	2020-12-30	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33171/2020	PR	2020-12-14	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33172/2020	PR	2020-12-28	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33173/2020	PR	2020-12-27	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33174/2020	PR	2020-12-26	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33175/2020	PR	2020-12-20	B.1.1.28	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33176/2020	PR	2020-12-30	P.2	NA	MiSeq_LVRS_037	2021-01-26
hCoV-19/Brazil/PR-FIOCRUZ-33285/2020	PR	2020-03-06	B.1.195	NA	MiSeq_LVRS_045	2021-02-18
hCoV-19/Brazil/PR-FIOCRUZ-33286/2020	PR	2020-03-09	B.1	NA	MiSeq_LVRS_045	2021-02-18
hCoV-19/Brazil/PR-FIOCRUZ-33287/2020	PR	2020-03-08	B.1	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/PR-FIOCRUZ-33288/2020	PR	2020-03-11	B.1.195	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/PR-FIOCRUZ-33289/2020	PR	2020-03-12	B.1	NA	MiSeq_LVRS_048	2021-02-26
hCoV-19/Brazil/PR-FIOCRUZ-33290/2020	PR	2020-03-12	B.1	NA	MiSeq_LVRS_048	2021-02-26
